TicketId,Description,Vocabulary
3754,JOb got failed due to connectivity issue.,"{'issue', 'connectivity', 'to', 'got', 'job', '.', 'failed', 'due'}"
3755,Job got failed due to TODS and scheduler connectivity issue.,"{'issue', 'connectivity', 'to', 'scheduler', 'got', 'job', '.', 'failed', 'and', 'tods', 'due'}"
3756,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'connecitivity', 'got', 'source', 'job', 'crm', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'due', 'was'}"
3757,Job got failed due to script failure. Then issue was fixed and job was re-started.,"{'issue', 'to', 'failure', 'got', 'job', 'script', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'due', 'was'}"
3758,"Self lock occured , completed the batch by running the script","{'by', 'lock', 'occured', 'the', 'running', 'script', 'batch', 'completed', ',', 'self'}"
3759,JOb was processed in backend and hence kept on hold ,"{'hold', 'backend', 'on', 'job', 'in', 'and', 'processed', 'hence', 'kept', 'was'}"
3760,Job completed successfully at back end.,"{'job', 'successfully', '.', 'end', 'completed', 'at', 'back'}"
3761,Job got failed due to data duplicate issue. Then issue has been fixed and job was re-started.,"{'issue', 'to', 'has', 'got', 'data', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'been', 'due', 'was'}"
3762,Failed due to source file unavailability. Job will be successful once the file is available.,"{'to', 'be', 'the', 'source', 'file', 'job', 'successful', 'available', '.', 'is', 'failed', 'will', 'unavailability', 'once', 'due'}"
3763,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3764,Failed due to Source BW issue and completed after the issue is resolved by re-run.,"{'by', 'issue', 'to', 'after', 'the', 'resolved', 'source', 'is', '.', 'failed', 'and', 'completed', 'bw', 're-run', 'due'}"
3765,The job abended due to database login timeout. The job was restarted and completed successfully.,"{'abended', 'timeout', 'to', 'the', 'database', 'job', 'successfully', 'restarted', '.', 'and', 'login', 'completed', 'due', 'was'}"
3766,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3767,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3768,"Job failed due to login timeout issue. On re-run, the job was completed successfully.","{'timeout', 'issue', 'on', 'to', 'the', 'job', 'successfully', '.', 'failed', 'login', 'completed', ',', 're-run', 'due', 'was'}"
3769,Duplicate records issue. Data cleansed & job re-ran successfully.,"{'issue', 'cleansed', '&', 'data', 'job', 'successfully', 'records', '.', 'duplicate', 're-ran'}"
3770,The Job Abended as the source file is not received. we have cancelled the batch for the day's run,"{'abended', 'not', 'run', 'the', 'day', ""'s"", 'source', 'file', 'job', 'cancelled', 'is', '.', 'as', 'batch', 'for', 'received', 'have', 'we'}"
3771,Wrongly triggered.,"{'.', 'triggered', 'wrongly'}"
3772,Job got failed due to data tbload issue. Then issue has been fixed and job was re-started.,"{'issue', 'to', 'has', 'got', 'data', 'job', 'then', '.', 're-started', 'failed', 'tbload', 'and', 'fixed', 'been', 'due', 'was'}"
3773,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,"{'not', 'day', 'previous', ""'s"", 'job', 'successfully', '.', 'batch', 'closed', 'it', 'and', 'completed', 'once', 're-run', 'was'}"
3774,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,"{'abended', 'issue', 'to', 'the', 'completed', 'data', 'job', 'successfully', 'restarted', '.', 'and', 'duplicate', 'fixed', 'due', 'was'}"
3775,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3776,Job was marked as completed.,"{'marked', 'job', '.', 'as', 'completed', 'was'}"
3777,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'connecitivity', 'got', 'source', 'job', 'crm', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'due', 'was'}"
3778,Job got failed due to file unavailability. Then issue was fixe and job was re-started.,"{'issue', 'to', 'got', 'file', 'job', 'then', '.', 're-started', 'failed', 'and', 'unavailability', 'fixe', 'due', 'was'}"
3779,Named-pipe error. tbload was released and job re-run successfully.,"{'released', 'named-pipe', 'job', 'successfully', '.', 'and', 'tbload', 'error', 're-run', 'was'}"
3780,brj issue. On re-run job completed successfully.,"{'on', 'issue', 'job', 'successfully', '.', 'completed', 're-run', 'brj'}"
3781,Source file not available. Job re-run and completed once the file was available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
3782,Source issue and job re-run once the issue was resolved.,"{'issue', 'the', 'resolved', 'source', 'job', '.', 'and', 'once', 're-run', 'was'}"
3783,Job was marked as completed.,"{'marked', 'job', '.', 'as', 'completed', 'was'}"
3784,"source file unavailability, liaising with source team","{'team', 'source', 'file', 'liaising', 'unavailability', ',', 'with'}"
3785,Files not available.,"{'files', '.', 'not', 'available'}"
3786,files are manually copied,"{'files', 'copied', 'manually', 'are'}"
3787,"The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.
","{'re-executed', 'the', 'to', 'issue.we', 'job', 'trigger', 'in', 'did', 'successfully', 'and', 'failed', '.', 'completed', ""n't"", 'due', 'brj'}"
3788,Connection issue.,"{'connection', '.', 'issue'}"
3789,Self-lock occurred. Job completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'job', 'occurred', '.', 'self-lock', 'query', 'completed'}"
3790,WRONGLY TRIGGERED,"{'triggered', 'wrongly'}"
3791,Time out issue,"{'time', 'out', 'issue'}"
3792,"
Source issue and job re-run once the issue was resolved.","{'issue', 'the', 'resolved', 'source', 'job', '.', 'and', 'once', 're-run', 'was'}"
3793,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,"{'to', 'has', 'the', 'day', 'got', 'file', 'job', 'cancelled', 'then', '.', 'failed', 'for', 'unavailability', 'schedule', 'been', 'due'}"
3794,Wrongly triggered,"{'triggered', 'wrongly'}"
3795,"source file issue, liaising with dev and source team","{'issue', 'team', 'source', 'file', 'liaising', 'dev', 'and', ',', 'with'}"
3796,The job abended as the source file is not available. Hence confirmed the job as success.,"{'abended', 'not', 'the', 'source', 'file', 'job', 'available', 'confirmed', 'is', '.', 'as', 'hence', 'success'}"
3797,"Self-lock occurred. Job was killed and completed by running the query manually.
","{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3798,The Job abended due to database login timeout. The issue was fixed and the job was restarted and completed successfully.,"{'abended', 'timeout', 'issue', 'to', 'the', 'completed', 'database', 'job', 'successfully', 'restarted', '.', 'and', 'login', 'fixed', 'due', 'was'}"
3799,Job got failed due to bad character issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'bad', 'got', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'character', 'due', 'was'}"
3800,Failed due to source and target count validation and job got completed successfully on re-run.,"{'count', 'on', 'validation', 'to', 'source', 'got', 'job', 'successfully', 'target', '.', 'and', 'failed', 'completed', 're-run', 'due'}"
3801,Job completed,"{'completed', 'job'}"
3802,BW Open Hub Issue. Job completed successfully after source team fixed the issue.,"{'hub', 'issue', 'fixed', 'after', 'the', 'team', 'source', 'job', 'successfully', '.', 'open', 'bw', 'completed'}"
3803,Job completed successfully on re-run.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3804,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.,"{'issue', 'connectivity', 'to', 'got', 'source', 'job', 'crm', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'due', 'was'}"
3805,Failed due to lock issue and on re-running job got completed successfully.,"{'issue', 'on', 'to', 're-running', 'got', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'lock', 'due'}"
3806,Source file not available. Job re-run and completed once the file was available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
3807,"On re-run job completed successfully.
","{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3808,JOb got failed due to file unavailability. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'file', 'job', 'then', '.', 're-started', 'failed', 'and', 'unavailability', 'fixed', 'due', 'was'}"
3809,The job abended due to the brj environment issue. The issue is fixed and the job was restarted and completed successfully.,"{'abended', 'environment', 'issue', 'to', 'the', 'completed', 'job', 'successfully', 'restarted', '.', 'is', 'and', 'fixed', 'was', 'due', 'brj'}"
3810,Previous batch had not completed due to this the job had failed,"{'this', 'not', 'to', 'previous', 'had', 'the', 'job', 'batch', 'failed', 'completed', 'due'}"
3811,"source file issue, liasing with source team","{'issue', 'team', 'source', 'file', 'liasing', ',', 'with'}"
3812,"TODS server issue,liasing with admin team","{'server', 'issue', 'admin', 'team', 'liasing', 'tods', ',', 'with'}"
3813,The job abended due to connection issue. The job was restarted after 5 minutes and it got completed successfully.,"{'abended', 'issue', '5', 'to', 'the', 'after', 'completed', 'got', 'job', 'successfully', 'restarted', '.', 'and', 'it', 'connection', 'minutes', 'due', 'was'}"
3814,Job Abended as its dependent source job is not completed. Job has been restarted once the source job gets completed and it completed successfully.,"{'not', 'has', 'job', 'is', '.', 'the', 'restarted', 'completed', 'been', 'once', 'its', 'successfully', 'as', 'it', 'gets', 'abended', 'source', 'and', 'dependent'}"
3815,Source file issue and the job had to be put on HOLD.,"{'hold', 'issue', 'put', 'the', 'had', 'to', 'be', 'source', 'on', 'file', 'job', '.', 'and'}"
3816,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3817,The Batch was delayed as it's previous schedule completion was delayed. The job has been released and it got completed successfully.,"{'has', 'got', 'job', '.', 'was', 'the', 'completed', 'been', 'previous', 'successfully', 'batch', 'as', 'it', 'completion', 'schedule', 'delayed', 'released', ""'s"", 'and'}"
3818,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3819,Source file not available. Job re-run and completed once the file was available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
3820,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3821,BW issue. Job completed once by running manually.,"{'by', 'issue', 'running', 'manually', 'job', '.', 'completed', 'bw', 'once'}"
3822,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3823,Schedule was in held for more than 3days and received the deadline alert.,"{'deadline', 'the', 'held', 'than', 'more', 'in', '.', 'and', 'for', '3days', 'received', 'alert', 'schedule', 'was'}"
3824,reraun was successful,"{'reraun', 'successful', 'was'}"
3825,Job got failed due to process state failure. Then issue was fixed and job was re-started.,"{'issue', 'to', 'failure', 'got', 'job', 'then', '.', 're-started', 'failed', 'state', 'and', 'process', 'fixed', 'due', 'was'}"
3826,The job abended due to the source file issue. the issue was fixed and the job was restarted with the correct source file and the job completed successfully.,"{'abended', 'issue', 'to', 'the', 'completed', 'correct', 'source', 'file', 'job', 'successfully', 'restarted', '.', 'and', 'fixed', 'with', 'due', 'was'}"
3827,Job got executed successfully on Re-run.,"{'on', 'got', 'successfully', 'job', '.', 'executed', 're-run'}"
3828,"source file unavailability, liaising with source team","{'team', 'source', 'file', 'liaising', 'unavailability', ',', 'with'}"
3829,Failed due to lock issue and on re-running job got completed successfully.,"{'issue', 'on', 'to', 're-running', 'got', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'lock', 'due'}"
3830,Job got failed due to connectivity issue.,"{'issue', 'connectivity', 'to', 'got', 'job', '.', 'failed', 'due'}"
3831,job has been rerun after data fix,"{'has', 'after', 'data', 'job', 'fix', 'been', 'rerun'}"
3832,"Source file not available. Job re-run and completed once the file was available.
","{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
3833,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3834,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
3835,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,"{'to', 'has', 'the', 'day', 'got', 'file', 'job', 'cancelled', 'then', '.', 'failed', 'for', 'unavailability', 'schedule', 'been', 'due'}"
3836,Wrongly triggered.,"{'.', 'triggered', 'wrongly'}"
3837,Job completed successfully on re-run.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3838,brj connection issue.On re-run job completed successfully.,"{'completed', 'issue.on', 'job', 'successfully', '.', 'connection', 're-run', 'brj'}"
3839,job has been rerun and completed successfully.,"{'has', 'job', 'successfully', '.', 'and', 'completed', 'been', 'rerun'}"
3840,Job got failed due to brj issue. Then issue fixe d and job was re-started.,"{'d', 'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixe', 'was', 'due', 'brj'}"
3841,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,"{'to', 'has', 'the', 'day', 'got', 'file', 'job', 'cancelled', 'then', '.', 'failed', 'for', 'unavailability', 'schedule', 'been', 'due'}"
3842,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.,"{'issue', 'connectivity', 'to', 'got', 'source', 'job', 'crm', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'due', 'was'}"
3843,"reraun was successful, after data fix","{'after', 'data', 'fix', 'reraun', ',', 'successful', 'was'}"
3844,rerun was success,"{'was', 'success', 'rerun'}"
3845,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3846,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.,"{'issue', 'connectivity', 'to', 'got', 'source', 'job', 'crm', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'due', 'was'}"
3847,liaising with TD/TODS team,"{'td/tods', 'liaising', 'with', 'team'}"
3848,Incorrect deadlines,"{'deadlines', 'incorrect'}"
3849,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
3850,"Self-lock occurred. Job was killed and completed by running the query manually.
","{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3851,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3852,Job got failed due  to duplicate issue. Then isse was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'isse', 'due', 'was'}"
3853,"scheduler issue, job has been rerun","{'issue', 'has', 'scheduler', 'job', 'been', ',', 'rerun'}"
3854,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3855,job has been rerun after data fix,"{'has', 'after', 'data', 'job', 'fix', 'been', 'rerun'}"
3856,"tbload issue, job has been reprocessed","{'issue', 'has', 'job', 'reprocessed', 'been', 'tbload', ','}"
3857,BI Batch started by 4:15 am. No Issues.,"{'am', '4:15', 'by', 'started', 'bi', '.', 'batch', 'no', 'issues'}"
3858,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3859,"brj issue , on rerun the job completed successfully","{'brj', 'on', 'issue', 'the', 'job', 'successfully', 'completed', ',', 'rerun'}"
3860,source file issue,"{'source', 'issue', 'file'}"
3861,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3862,Job got failed due to brj issue. Then issue fixe d and job was re-started.,"{'d', 'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixe', 'was', 'due', 'brj'}"
3863,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3864,"Failed due to lock issue and on re-running, job got completed successfully.","{'issue', 'on', 'to', 're-running', 'got', 'job', 'successfully', '.', 'failed', 'and', 'completed', ',', 'lock', 'due'}"
3865,"login time out,job has been rerun","{'has', 'time', 'job', 'been', ',', 'login', 'out', 'rerun'}"
3866,Job failed to start in TODS console. Job was executed in backend and after completion the job was marked as completed.,"{'backend', 'to', 'after', 'the', 'marked', 'completed', 'job', 'in', 'console', '.', 'failed', 'executed', 'and', 'completion', 'as', 'tods', 'start', 'was'}"
3867,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
3868,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3869,Source file issue. ,"{'.', 'source', 'issue', 'file'}"
3870,Job got failed due to process state failure. Then issue was fixed and job was re-started.,"{'issue', 'to', 'failure', 'got', 'job', 'then', '.', 're-started', 'failed', 'state', 'and', 'process', 'fixed', 'due', 'was'}"
3871,"login time out,job has been rerun","{'has', 'time', 'job', 'been', ',', 'login', 'out', 'rerun'}"
3872,issue in source file,"{'in', 'source', 'file', 'issue'}"
3873,Source issue and job re-run once the issue was resolved.,"{'issue', 'the', 'resolved', 'source', 'job', '.', 'and', 'once', 're-run', 'was'}"
3874,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3875,files are manually copied,"{'files', 'copied', 'manually', 'are'}"
3876,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3877,"login time out,job has been rerun","{'has', 'time', 'job', 'been', ',', 'login', 'out', 'rerun'}"
3878,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3879,"duplicate issue, job has been rerun after data fix","{'issue', 'has', 'after', 'data', 'job', 'been', 'duplicate', 'fix', ',', 'rerun'}"
3880,job has been reprocessed after data fix,"{'has', 'after', 'data', 'job', 'reprocessed', 'fix', 'been'}"
3881,Failed due to issue in Source BW end and on re-running job got completed successfully.,"{'issue', 'on', 'to', 're-running', 'source', 'got', 'job', 'successfully', 'in', '.', 'end', 'failed', 'and', 'completed', 'bw', 'due'}"
3882,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3883,JOb got failed due to incorrect date format. Then issue was fixed and job was re-executed.,"{'re-executed', 'incorrect', 'issue', 'to', 'got', 'job', 'then', '.', 'failed', 'date', 'and', 'fixed', 'format', 'due', 'was'}"
3884,Failed due to lock issue and on re-running job got completed successfully.,"{'issue', 'on', 'to', 're-running', 'got', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'lock', 'due'}"
3885,Job completed successfully on re-run.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3886,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3887,Job got failed due to duplicate issue. Then issue was fixed and job was re-started and completed.,"{'issue', 'to', 'completed', 'got', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'due', 'was'}"
3888,Failed due to source file not available and once the file was available job got completed successfully.,"{'not', 'to', 'the', 'source', 'got', 'file', 'available', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'once', 'due', 'was'}"
3889,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3890,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3891,"TODS server issue ,job has been reprocessed after server reboot","{'server', 'issue', 'has', 'after', 'job', 'reprocessed', 'been', 'reboot', 'tods', ','}"
3892,Due to CRM system is down job got failed. Batch cancelled.,"{'down', 'to', 'got', 'job', 'crm', 'cancelled', 'is', '.', 'failed', 'batch', 'system', 'due'}"
3893,Job got failed due to tbload issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'tbload', 'and', 'fixed', 'due', 'was'}"
3894,job has been reprocessed after data fix,"{'has', 'after', 'data', 'job', 'reprocessed', 'fix', 'been'}"
3895,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3896,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,"{'abended', 'environment', 'issue', 'to', 'the', 'completed', 'job', 'successfully', 'restarted', '.', 'and', 'fixed', 'was', 'due', 'brj'}"
3897,The job abended due to the brj and TODS server Unlink. the job was restarted after some time and completed successfully.,"{'server', 'unlink', 'abended', 'to', 'the', 'after', 'time', 'completed', 'some', 'job', 'successfully', 'restarted', '.', 'and', 'tods', 'was', 'due', 'brj'}"
3898,Source file not available. Job re-run and completed once the file was available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
3899,job has been reprocessed after data fix,"{'has', 'after', 'data', 'job', 'reprocessed', 'fix', 'been'}"
3900,"tdata tbload issue. Job re-run successfully after tbload release.
","{'issue', 'after', 'release', 'job', 'successfully', '.', 'tbload', 'tdata', 're-run'}"
3901,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,"{'not', 'day', 'previous', ""'s"", 'job', 'successfully', '.', 'batch', 'closed', 'it', 'and', 'completed', 'once', 're-run', 'was'}"
3902,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3903,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,"{'to', 'has', 'the', 'day', 'got', 'file', 'job', 'cancelled', 'then', '.', 'failed', 'for', 'unavailability', 'schedule', 'been', 'due'}"
3904,will be run along with today's batch,"{'run', 'be', ""'s"", 'today', 'batch', 'will', 'with', 'along'}"
3905,rerun was successful after data fix,"{'after', 'data', 'fix', 'rerun', 'successful', 'was'}"
3906,Job got failed due to brj issue. Then issue fixe d and job was re-started.,"{'d', 'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixe', 'was', 'due', 'brj'}"
3907,Job got failed due to brj issue. Then issue fixe d and job was re-started.,"{'d', 'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixe', 'was', 'due', 'brj'}"
3908,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3909,"TODS server issue, job will be rerun after the restart of the server.","{'server', 'issue', 'be', 'after', 'the', 'job', 'restart', '.', 'will', 'tods', ',', 'of', 'rerun'}"
3910,Job got failed due to file unavailbility. Then issue was fixed and job was re-started.,"{'unavailbility', 'issue', 'to', 'got', 'file', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'due', 'was'}"
3911,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,"{'to', 'has', 'the', 'day', 'got', 'file', 'job', 'cancelled', 'then', '.', 'failed', 'for', 'unavailability', 'schedule', 'been', 'due'}"
3912,Job got failed due to connectivity issue and issue resolved and job was re-started.,"{'issue', 'connectivity', 'to', 'resolved', 'got', 'job', 're-started', '.', 'failed', 'and', 'due', 'was'}"
3913,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3914,"On re-run job completed successfully.
","{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3915,"scheduler issue, job has been reprocessed","{'issue', 'has', 'scheduler', 'job', 'reprocessed', 'been', ','}"
3916,brj issue.On re-run job completed successfully.,"{'issue.on', 'job', 'successfully', '.', 'completed', 're-run', 'brj'}"
3917,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3918,Job got failed in count validation and it was executed successfully on the re-run.,"{'count', 'on', 'validation', 'the', 'got', 'job', 'successfully', 'in', '.', 'failed', 'and', 'it', 'executed', 're-run', 'was'}"
3919,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3920,"login time out,job has been rerun","{'has', 'time', 'job', 'been', ',', 'login', 'out', 'rerun'}"
3921,Failed due to lock issue and on re-running job got completed successfully.,"{'issue', 'on', 'to', 're-running', 'got', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'lock', 'due'}"
3922,Job completed successfully on re-run.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3923,Source file not available. Job re-run and completed once the file was available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
3924,reraun was successful,"{'reraun', 'successful', 'was'}"
3925,Failed due to lock issue . On re-run job was successful.,"{'issue', 'on', 'to', 'successful', 'job', '.', 'failed', 'lock', 're-run', 'due', 'was'}"
3926,"source file issue, liaising with source and dev team for fix","{'issue', 'team', 'source', 'file', 'liaising', 'and', 'dev', 'for', 'fix', ',', 'with'}"
3927,"Job was not triggering from brj.

Job executed successfully at back end.
","{'from', 'not', 'brj', 'triggering', 'job', 'successfully', '.', 'end', 'executed', 'at', 'back', 'was'}"
3928,Job got failed due to tbload issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'tbload', 'and', 'fixed', 'due', 'was'}"
3929,"Self-lock occured. Job was killed and completed by running the query manually.
","{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3930,"spool space issue, currently investigating on the issue","{'issue', 'on', 'the', 'currently', 'space', 'spool', 'investigating', ','}"
3931,tdata tbload issue. Job re-run successfully after tbload release.,"{'issue', 'after', 'release', 'job', 'successfully', '.', 'tbload', 'tdata', 're-run'}"
3932,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3933,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3934,brj unlink issue.,"{'unlink', '.', 'issue', 'brj'}"
3935,"
The job failed due to link failure in brj.We ran the manually and completed successfully.","{'to', 'the', 'failure', 'manually', 'job', 'link', 'in', 'brj.we', 'ran', 'failed', 'and', 'successfully', '.', 'completed', 'due'}"
3936,Source file not available. Job re-run and completed once the file was available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
3937,"batch cancelled
","{'batch', 'cancelled'}"
3938,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
3939,Job was not triggering from brj. Manually executed the job from back end.,"{'from', 'not', 'brj', 'the', 'triggering', 'manually', 'job', '.', 'end', 'executed', 'back', 'was'}"
3940,Job got failed due to duplicate issue. Then issue was fixed and job was re-started,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'due', 'was'}"
3941,on rerun the job completed successfully,"{'on', 'the', 'job', 'successfully', 'completed', 'rerun'}"
3942,incorrect deadline,"{'deadline', 'incorrect'}"
3943,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
