TicketId,Description
2553,Self-lock. Job completed by running the query manually.
2554,Job got failed due to null value. Then issue was fixed and job was re-started once the issue fixed.
2555,"Table locked , release tbload , the job completed successfully."
2556,completed on re-run
2557,"wnash access issue , on rerun the job completed successfully."
2558,Source file not available. Job re-run once the file is available.
2559,Confirmed at backend
2560,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
2561,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.
2562,Job got abended due to data issue. Then issue has been fixed and job has been re-executed and compelted sucecssfully
2563,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.
2564,completed on re-run
2565,wrongly triggered.
2566,"Source file unavailability , job completed successfully after receiving the updated file."
2567,brj issue. completed on re-run
2568,JOb got failed due to file unavailability. Then issue was fixed and job was restarted.
2569,brj issue. completed on re-run
2570,"source file issue , rerun was success after receiving the updated file"
2571,self lock. script executed.
2572,The job completed successfully on re-executing the job
2573,The job abended due to Database Login Time out issue as there was load in the TD box. We have reexecuted the job after the load was reduced and the job got completed successfully. 
2574,Self lock.script executed
2575,schedule triggered wrongly. so the job are killed manually. 
2576,Source file issue. Job completed after receiving the file.
2577,Job got failed due to file unavailability. Then issue was fixed and job was re started
2578,brj issue. completed on re-run
2579,"source file not available , job completed successfully ,once the source file was available."
2580,Source file not available. Job re-run once the file is available.
2581,Source file not available. Job re-run once the file is available.
2582,The job has been completed succesfully on re-run
2583,Job got failed due to data issue. Then issue was fixed and job was re-started and completed successfully.
2584,Job got failed due to connectivity issue. Then job was re-started
2585,brj issue. completed on re-run
2586,On re-run completed successfully.
2587,JOb got failed due to file unavailability. Then issue was fixed and job was restarted and completed successfully.
2588,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.
2589,Job got failed due to data issue. Then issue was fixed and job was re started
2590,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.
2591,The job failed due to log in time out error.We have re-executed the job and completed successfully.
2592,Completed on re-run.
2593,Job got failed due to connectivity issue. Then job was cancelled for the day.
2594,The job was executed successfully on rerun
2595,The job completed successfully on re-executing the job
2596,Source file not available. Job re-run once the file is available.
2597,Job got failed due to count mismatch. Then issue has been fixed and job has been re started
2598,Job got failed due to login time out. Then job was re-started.
2599,Job got failed due to duplicate issue. Then issue was fixed and job was re-started once the issue fixed.
2600,Source file not available. Job re-run once the file is avaialble.
2601,self lock. script executed
2602,Job got hanged up and running for longer time. Then the job has been killed and cancelled for the day.
2603,The job completed successfully on re-executing the job
2604,On re-run job completed.
2605,The job abended as the source database conneection is lost. Batch is cancelled for the day.
2606,Job got failed due to connectivity issue. Then job was re-started
2607,The job ran successfully on rerunning
2608,Source file not available. Job re-run once the file is available.
2609,brj issue. Job re-run once brj is up and completed successfully.
2610,Self-lock occured. Job was killed and completed successfully by running the query manually.
2611,The batch completed successfully on re-run
2612,The job failed due to duplicate .We have re-executed the job after deleteing the invalid records and the job completed successfully.
2613,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.
2614,"issue with TD upgrade, job has been rerun after fix by TD team which was completed successfully"
2615,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
2616,Job got failed due to connectivity issue. Then  job has been re-executed and completed successfully.
2617,The job failed due to log-in time out which has been re-executed and completed successfully.
2618,Job got failed due to connectivity issue. Job was re started and completed successfully.
2619,The job was successfully executed on re-run
2620,Job was overrunning and hence deadline reached.
2621,JOb got failed due to file unavailability. Then issue was fixed and job was restarted.
2622,Self-lock issue. Job completed by running the query manually.
2623,The job failed due to TD upgrade issue.It completed successfully after the issue is resolved.
2624,Successful on re- run
2625,Completed on re-run
2626,Job got failed due to file unavailability. Then job has been re started once the file have been placed in the path.
2627,JOb got failed due to data duplicate issue. Then issue was fixed and job was restarted.
2628,"
The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully."
2629,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
2630,brj Environment issue.
2631,The job has been ran successfully on rerun
2632,brj was unlinked hence jobs failed. Jobs were re-run successfully.
2633,"Batch entry was not there , updated the entry to R status f, the job completed successfully."
2634,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.
2635,Job got failed due to connectivity issue. Then job was re-started
2636,"The job abended as the source files are not available in the source path. We have requested the source team to place the file and restarted the job, it got completed successfully."
2637,The job abended as the source file is not available in the source path for extraction. We have requested the source team to place the file and restarted the job it got completed successfully.
2638,The job was executed successfully on rerun
2639,Job got abended due to duplicate issue. Then issue has been fixed and job has been re-executed and completed successfully.
2640,completed on re-run
2641,Job got failed due to tdata connectivity issue. Then job was re-started and completed.
2642,JOb got failed due to connectivity issue. Then job was restarted and completed successfully.
2643,Job got failed due to tdata outage. Then job was re-started once the outage has been compelted.
2644,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.
2645,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
2646,brj issue. Job re-run once brj is up and completed successfully.
2647,"self lock occurred , completed the job by running the script"
2648,JOb got failed due to tbload issue. Then issue has been fixed and job was re-started.
2649,JOb got falied due to communication link failure. Then issue was fixed and job was re started.
2650,self lock. script executed.
2651,Self-lock occured. Job completed by runningthe query manually.
2652,Job got failed due to data issue. Then issue has been fixed and job has been fixed and job has been re-executed and completed
2653,brj issue. Job re-run once brj is up and completed successfully.
2654,Source file not available. Job re-run once the file is available.
2655,Job got abended due to count mismatch. Then issue has been fixed and job has been re-executed and compelted sucecssfully
2656,Job got failed due to file unavailability. Then job was re started once the file was placed in the path.
2657,JOb got failed to login time out issue. Then issue was fixed and job wass re-started
2658,"self Lock occurred , completed the job by running the script"
2659,brj Environment issue.
2660,Job got failed due to file unavailability. Job was re started once the file was placed in source path.
2661,The job abended due to duplicate data issue. The issue was fixed and the job was restarted.
2662,Source team is looking into the root issue.
2663,Job was marked as completed.
2664,"issue with TD upgrade, job has been rerun after fix by TD team which was completed successfully"
2665,Job was completed successfully on rerun
2666,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
2667,Job got failed due to connectivity issue. Then  job has been re-executed and completed successfully.
2668,Job got failed due to tdata connecitivity issuee. Then job was re-started and completed successfully.
2669,Job got failed due to connectivity issue. Then job was re-started and completed.
2670,no source file. completed on re-run
2671,The job failed due to log in time out error.We have re-executed the job and completed successfully.
2672,Job triggered wrongly.
2673,"brj was down, hence jobs failed. Jobs were re-run successfully."
2674,The job failed due to log in time out error.We have re-executed the job and completed successfully.
2675,Job got abended due to duplicate issue. Then issue has been fixed and job has been re-executed and completed successfully.
2676,The job ran successfully on re-run
2677,The job completed successfully on re-executing the job
2678,Job completed successfully on re-run.
2679,Job got failed due to connectivity issue. Then  job has been re-executed and completed successfully.
2680,Job got failed due to file unailability. Then issue was fixed and job was re-started
2681,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
2682,the job failed due to hadoop database issue.
2683,"brj was down, hence jobs failed. Jobs were re-run successfully."
2684,On re-run job completed successfully.
2685,Time-out error. On re-run job completed successfully.
2686,brj issue. completed on re-run
2687,"Late assignement  to our queue , on rerun the job completed successfully."
2688,The job abended due to brj Issue. The issue was fixed and the job was restarted and completed successfully.
2689,JOb got failed due to file unavailability. Then issue was fixed and job was restarted.
2690,Completed on re-run. 
2691,JOb got failed due to RFC connectivitity exception. Then JOb was cancelled for the day.
2692,Job was cancelled.
2693,This is a monthly schedule. we will release this schedule whenever its needed
2694,JOb got failed due to file unavailability. Then issue was fixed and job was restarted.
2695,rerun of the job completed after data fix.
2696,Job got failed due to name pipe error. Then job was re-started and completed successfully.
2697,The job completed successfully on re-executing the job
2698,"Batch entry was not there , updated the entry to R status f, the job completed successfully."
2699,"Table locked , release tbload , the job completed successfully."
2700,Source file not available. Job re-run once the file is available.
2701,self lock. script executed
2702,on rerun the job executed successfully
2703,Self-lock. Job completed by running the query manually.
2704,Job was running for long time and got hanged. Then job was aborted and cancelled for the day
2705,Was blocking  ETQ jobs so it was killed the job during collect stats and executed collect stats manually.
2706,"Source file issue , on rerun the job completed successfully after receiving the updated file."
2707,"The job abended as the source files are not available in the source path. We have requested the source team to place the file and restarted the job, it got completed successfully."
2708,"The job failed as the process state of one of the job in the batch is not closed correctly. Due to this the stream was active. We have manually closed the process and restarted the job, it got completed successfully."
2709,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
2710,the job re-executed and completed successfully.
2711,The job completed successfully on re-executing the job
2712,failed to move the file to archieve area. manually moved the file.
2713,Self-lock. Job completed by running the query manually.
2714,Job Abended due to Data Issues (i.e. Duplicates/NULL Values/Invalid Data Format). The issue was fixed and the job was restarted and completed successfully.
2715,Source file not available. Job re-run once the file is available.
2716,Self-lock occured. job completed manually by running the query.
2717,the job re-executed and completed successfully.
2718,Source file issue.
2719,Job got failed due to login time out. Then job was re-started.
2720,Job got failed due to name pipe error. THen job was restarted and completed.
2721,Job got failed due to tdata connectivity issue. Then job was re-started and completed.
2722,Job got failed due to connectivity issue. Then job was re-started
2723,The job failed due to log in time out error.We have re-executed the job and completed successfully.
2724,brj issue. Job re-run once brj is up and completed successfully.
2725,"Self lock occurred , completed the job with script"
2726,Completed on re-run.
2727,Source file not available. Job re-run once the file is available.
2728,On re-run job completed successfully.
2729,Job got failed due to source unavailability. Then Job was cancelled for the day.
2730,Job got failed due to connectivity issue. Then  job has been re-executed and completed successfully.
2731,job will be run as a part of reference table data load chnage.
2732,The job ran successfully on rerun
2733,Job got failed due to connectivity issue. Then job has been re-executed and completed successfully.
2734,re-run was successfull.
2735,On re-run job completed.
2736,The job completed successfully on re-executing the job
2737,Job got failed due to file unavailability. Then issue was fixed and job was re started
2738,The job has been ran successfully on rerun
2739,The job failed due to log in time out error.We have re-executed the job and completed successfully.
2740,Job was executed successfully on the re-run.
2741,JOb got failed due to data duplicate issue. Then issue was fixed and job was restarted and completed successfully.
2742,Job got abended due to duplicate issue. Then issue has been fixed and job  has been re-executed and completed successfully.
2743,brj issue. completed on re-run
2744,"brj was down, hence jobs failed. Jobs were re-run successfully."
2745,Wrongly triggered.
2746,Failed due to Named piped error. Released the tbload manually and triggered the job and it was successful on re-run.
2747,The job failed due to file unavailability.This has been resolved after file recieved and re-execution.
2748,Job got failed due to connectivity issue. Then job was re-started
2749,self lock. script executed.
2750,Time-out error. On re-run job completed successfully.
2751,Source file not available.
2752,Job got failed due to file unavailability. Then issue was fixed and job was re-started.
2753,Self-lock occured. Job was killed and completed successfully by running the query manually.
2754,"issue due to TD upgrade,successful on rerun"
2755,"issue due to TD upgrade,successful on rerun"
2756,self lcok. script executed.
2757,JOb got failed due to data issue. Then issue was fixed and job was re-started.
2758,Job was executed in backend.
2759,The job has been completed succesfully on re-run
2760,Source file was not available.
2761,The job ran successfully on re-run
2762,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.
2763,The job has been completed succesfully on re-run
2764,Job got failed due to connectivity issue. Then job was re-started
2765,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
2766,the job completed on rerun
2767,Job got failed due to connectivity issue. Then issue was fixed and job was re started
2768,JOb got failed due to data issue. Then  issue was fixed and job was restarted and completed successfully.
2769,JOb got failed due to data issue. Then issue was fixed and job was re-started.
2770,The job ran successfully on re-run
2771,"The job was runnng for long time, thus we have killed the job and confirmed the job as success"
2772,killed by tdata DBA.
2773,brj issue. completed on re-run
2774,wrongly triggred.
2775,Job got failed due to data issue. Then issue was fixed and job was re started
2776,The job failed due to log in time out error.We have re-executed the job and completed successfully.
2777,"
The job failed due to tbload.It completed successfulll after releasing the tbload."
2778,Job got failed due to data issue. Then issue has been fixed and job has been fixed and job has been re-executed and completed
2779,Failed due to Target count validation and job was successful on re-run
2780,Job got failed due to file unavailability. Then issue was fixed and job was re-started.
2781,Job got abended due to connectivity issue. Then job has been re-executed and completed successfully.
2782,Job Abended due to Data Issues (i.e. Duplicates/NULL Values/Invalid Data Format). The issue was fixed and the job was restarted and completed successfully.
2783,The job failed due to TD upgrade issue.It completed successfully after the issue is resolved.
2784,Job got failed due to duplicate issue. Then issue has been fixed and job was re-started.
2785,"Due to invalid date format issue the job had failed , we corrected the data format , and the job completed successfully."
2786,Job got failed due to tdata outage. Then job was re-started once the outage has been compelted.
2787,The job abended with PIPE error due to login timeout issue. THe issue was fixed and the job was restarted and completed successfully.
2788,Job was running for longer time than usual. Then job was killed and marked as success.
2789,The job failed due to log-in time out which has been re-executed and completed successfully.
2790,Job failed due to database unavailability.It completed successfully after the server availability.
2791,The job has has executed successfully on re-run
2792,JOb schedules were kept on hold as the schedules were didnt run for past few days due to file unavailaility. Hence received deadline alert for the same.
2793,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.
2794,self lock. script executed.
2795,On re-run job completed successfully.
2796,Source file not available.
2797,Failed due to login time out issue and on re-running job got completed successfully.
2798,Source file issue. Job completed after receiving the file.
2799,Job got failed due to connectivity issue. Then job was re-started and completed succcessfully.
2800,Job completed by manually running the query.
2801,JOb was failed due to null value issue. Then issue was fixed and job was restarted.
2802,"Source file unavailability , job completed successfully after receiving the updated file."
2803,Source file issue
2804,Job completed at back end successfully.
2805,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.
2806,The job abended due to duplicate data issue. The issue was fixed and the job was restarted.
2807,Job got failed due to login time out. Then job was re-started.
2808,brj issue. Job re-run once brj is up and completed successfully.
2809,Duplicates were removed and the job completed successfully.
2810,the jobs failed due to null values which has been completed after re-execution.
2811,schedule triggered wrongly. so the job are killed manually. 
2812,Job got abended due to duplicate issue. Then issue has been fixed and job  has been re-executed and completed successfully.
2813,"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully."
2814,"There was an issue with the TD upgrade happened, fix was later provide by DBA after which job has been rerun and completed successfully"
2815,"self Lock occurred , completed the job by running the script"
2816,Job was completed successfully on re-run.
2817,Source file issue. Job completed after receiving the file.
2818,JOb got failed due to duplicate issue. Then issue was fixed and job was re-started.
2819,The job has been completed on re-run
2820,completed on re-run
2821,Job got falied due to connectivity issue. Then job was completed on successful re-run
2822,no spool space in db. completed on re-run
2823,"Since there are issues with Events in brj, we held the LH batched in brj and running them manually."
2824,Job got trigerred incorrectly Hence job was manually aborted.
2825,JOb got failed due to connectivity issue. Then job was re-started.
2826,Job got failed due to duplicate issue. Then issue was fixed and job was re-started once the issue fixed.
2827,"
The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully."
2828,rerun was successful
2829,JOb got failed due to file unavailability. Then issue was fixed and job was restarted and completed successfully.
2830,The job failed due to file unavailability.This has been resolved after file recieved and re-execution.
2831,Job got failed due to duplicate issue. Then isuse has been fixed and job was re-started.
2832,"The job abended with PIPE ERROR due to the database connection timeout. tbload was released and the job was restarted, job got completed successfully."
2833,Job got failed due to connectivity issue. Then issue was fixed and job was re started
2834,Job got abended due to count mismatch. Then issue has been fixed and job has been re-executed and compelted sucecssfully
2835,brj issue. Job re-run once brj is up and completed successfully.
2836,The job abended due to Database Login Time out issue as there was load in the TD box. We have reexecuted the job after the load was reduced and the job got completed successfully. 
2837,The job ran successfully on re-run
2838,On re-run job completed successfully.
2839,The job completed successfully on re-executing the job
2840,The job failed due to log in time out error.We have re-executed the job and completed successfully.
2841,login timed out error. moved the row count file from archieve to arrival.
2842,Job cancelled
2843,Job got abended due to duplicate issue. Then issue has been fixed and job was restarted.
2844,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
2845,Job got failed due to login time out issue. Then job has been re-started.
2846,The job got abended with PIPE error due to database connection time out.
2847,The job ran successfully on re-run
2848,The job failed due to file unavailability.This has been resolved after file recieved and re-execution.
2849,The job completed successfully on re-executing the job
2850,completed on re-run
2851,Failed due to named pipe error. On re-run after releasing lock completed successfully.
2852,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
2853,completed successfully on re-running
2854,Source file not available.
2855,No source file available.
2856,Job got failed due to data issue. Then issue was fixed and job was re-started and completed successfully.
2857,TODS issue. Job re-run after removing the space in a substitution parameter.
2858,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
2859,Job got hanged and it was killed up in the middle. Then JOb was successfully re-processed.
2860,JOB WAS EXECUTED SUCCESSFULLY ON RE-RUN
2861,Source file issue.
2862,Killed the job as it was running for long time. 
2863,Completed on re-run
2864,table has been locked. released the tbload and then moved the row count file to arrival area.
2865,"There was an issue with TD upgrade, fix was later provided by DBA after which jobs are rerun  and completed successfully"
2866,schedule triggered wrongly. so the job are killed manually. 
2867,Job got failed due to duplicate issue. Then issue has been fixed and job was re-started
2868,Job got failed due to connectivty issue. Then issue has been fixed and job has been re started
2869,no source file
2870,JOb got failed due to tdata outage. Then issue was fixed and job was re-started.
2871,On re-run job completed successfully.
2872,JOb got failed due to connectivity issue. Then job has been restarted.
2873,Source file not available. Job re-run once the file is available.
2874,The job failed due to file unavailability.This has been resolved after file recieved and re-execution.
2875,Job got failed due to connectivity issue. Then  job has been re-executed and completed successfully.
2876,The job completed successfully on re-executing the job
2877,Job was running for longer time. Hence job has been aborted and marked as success.
2878,Job got failed due to tdata outage. Then job was re-started once the outage has been compelted.
2879,successful on rerun
2880,"There was an issue with the TD upgrade happened, fix was later provide by DBA after which job has been rerun and completed successfully"
2881,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
2882,Job was executed successfully on re run.
2883,Time-out error. On re-run job completed successfully.
2884,Job got failed due to process state failure. Then issue was fixed and job was re-started once the issue fixed.
2885,JOb got failed due to name pipe error issue. Then job was re-started and completed successfully
2886,The job failed with PIPE Error due to the database connection time out.. The issue was rsolved and the job was restarted and completed successfully.
2887,JOb got failed due to connectivity issue. Then job was restarted and completed successfully.
2888,The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.
2889,The job Abended after running for long time. The next day's backup batch have covered all the backlogs.
2890,Issue resolved after rerunning the job
2891,"There was an issue with TD upgrade, fix was later provided by DBA after which jobs are rerun  and completed successfully"
2892,Job got failed due to data issue. Then issue was fixed and job was re-started and completed successfully.
2893,The job abended due to duplicate data issue. The issue has been fixed and the job was restarted and completed successfully.
2894,self lock. script executed.
2895,The job completed successfully on re-running.
2896,JOb got failed due to connectivity issue. Then job was re-started and completed
2897,Source file not available.
2898,the job ran successfully on re-run
2899,"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully."
2900,Job got failed due to invalid format issue. Then issue was fixed and job was re-started.
2901,The job has been completed successfully on re-run
2902,JOb got failed due to connectivity issue. Then job was re-started.
2903,brj issue. completed on re-run
2904,on rerun the job completed successfully.
2905,Self-lock occured. Job completed after running the query manually.
2906,Source file not available. Job re-run once the file is available.
2907,Job got failed due to connectivity issue. Then job was re-started and completed succcessfully.
2908,Source file not available. Job re-run once the file is available.
2909,re-run was successful.
2910,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
2911,brj issue. Job re-run once brj is up and completed successfully.
2912,"source file not available , on rerun the job completed successfully after receiving the updated file."
2913,the job failed due to hadoop database issue.
2914,Login timed out error. completed on re-run
2915,The job failed due to TD upgrade issue.It completed successfully after the issue is resolved.
2916,The job got abended with PIPE error due to database connection time out.
2917,Job got failed due to data issue. Then issue was fixed and job was re-started
2918,JOb got failed due to connectivity issue. Then issue was fixed and job was re-started.
2919,Job got failed due to process state failure. Then issue was fixed and job was re-started.
2920,re-executed the job and completd successfully.
2921,The job completed successfully on re-executing the job
2922,JOb got failed due to file unavailability. Then issue was fixed and job was restarted and completed successfully.
2923,triggered wrongly.
2924,brj issue. Job re-run once brj is up and completed successfully.
2925,re-run was successful.
2926,JOb got failed due to name pipe error issue. Then job was re-started and completed successfully
2927,"wnash access issue , on rerun the job completed successfully."
2928,The job ran successfully on re-run
2929,"issue with TD upgrade, job has been rerun after fix by TD team which was completed successfully"
2930,Job got failed due to data connectivity issue. Then job was cancelled for the day.
2931,"issue due to TD upgrade,successful on rerun"
2932,The job was successful on re-executing
2933,Job got failed due to connectivity issue. Then job has been re-executed and completed successfully.
2934,Job got failed due to brj issue. Then job was re-started once the issue fixed.
2935,"There was an issue with the TD upgrade happened, fix was later provide by DBA after which job has been rerun and completed successfully"
2936,Job got failed due to  incorrect stream closure. Then issue was fixed and JOb was restarted and completed
2937,"The job abended due to login timeout expired, the job was restarted and completed successfully."
2938,Job executed at back end successfully.
2939,JOb got failed due to connectivity issue. Then job was re-started.
2940,The job ran successfully on re-run
2941,"tdata disconnected , on rerun the job completed successfully."
2942,On re-run job completed.
2943,The job got abended with PIPE error due to database connection time out.
2944,brj issue. Job re-run once brj is up and completed successfully.
2945,Source file not available. Job re-run once the file is avaialble.
2946,The job got abended with PIPE error due to database connection time out.
2947,Job got abended due to duplicate issue. Then issue has been fixed and job has been re-executed and completed successfully.
2948,Job was held for manually managing incident raised. this is not an issue hence closing the ticket raised.
2949,Job got trigerred wrongly. Hence Job was aborted and cancelled
2950,Source file unavailability. 
2951,batch cancelled
2952,Job completed successfully at back end.
2953,completed successfully on re-running
2954,rerun was success
2955,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
2956,The job abended as the source connection was not active. We have cancelled the batch for the day's run.
2957,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
2958,On re-run job completed successfully.
2959,duplicates found. delted the duplicates
2960,schedule will be released on monday since it is a weekly schedule
2961,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
2962,The job completed successfully on rerun
2963,The job completed on rerun
2964,Source file not available. Job re-run once the file is avaialble.
2965,JOb got failed due to duplicate issue. Then issue was fixed and job was re-started.
2966,Self-lock issue. Job completed by running the query manually.
2967,Job Abended due to Data Issues (i.e. Duplicates/NULL Values/Invalid Data Format). The issue was fixed and the job was restarted and completed successfully.
2968,Job got failed due to duplicate issue. Then issue was fixed and job was re-started
2969,Job got failed due to incorrect date format. Then issue was fixed and job was re-started.
2970,"Duplicate issue in source file , job completed successfully, after we received the correct file"
2971,The job was killed as the previous step has not been completed. it was restarted once it completed.
2972,Job executed successfully at back end.
2973,On re-run job completed successfully.
2974,The job abended due to duplicate data issue. The issue has been fixed and the job has been restarted and completed successfully
2975,Job got failed due to null value. Then issue was fixed and job was re-started.
2976,job has been re run after data fix
2977,brj isssue.
2978,"source file issue, successful on rerun"
2979,"extraction issue, job has been rerun after the issue was solved"
2980,Source file not available. Job re-run and completed once the file was available.
2981,Self-lock occured. Job was killed and completed by running the query manually.
2982,The job abended due to tbload issue. The issue was fixed and the job was restarted and completed successfully.
2983,Self-lock occured. Job was killed and completed by running the query manually.
2984,Job got failed due to scheduler and SSIS tool related issue. Then issue was fixed and job was re-started.
2985,Self-lock occurred. Job was killed and completed by running the query manually.
2986,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.
2987,Job executed successfully at back end.
2988,Source issue and job re-run once the issue was resolved.
2989,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
2990,wrongly triggered
2991,"tbload issue, job has been rerun"
2992,Job executed successfully at back end.
2993,"source file issue, liaising with dev/source team on this."
2994,"Due to TODS login time oout error, job got failed.TODS login timeout erro will aaraise only if wehave huge volume of record in the DB side.So we have executed the script to load the table manually."
2995,"Self-lock occured. Job was killed and completed by running the query manually.
"
2996,Db lockout issue which was reesolved by re run
2997,Failed due to connectivity issue and on re-running job got completed successfully.
2998,On re-run job completed successfully.
2999,"Job failed due to TODS issue. On re-run, the job was completed successfully."
3000,Failed due to lock issue and on re-running job got completed successfully.
3001,Job executed successfully at back end.
3002,"tbload issue, job has been rerun"
3003,On re-run job completed successfully.
3004,"self lock occurred , complete the job by running the script ."
3005,The jobs completed in TODS console but it failed in brj .This is due to brj issue which has been resolved.
3006,On re-run job completed successfully.
3007,"Due to server issues, the job was terminated. On re-running after some time, the job got completed successfully."
3008,Job got failed due to file unavailability.
3009,"
The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.
"
3010,On re-run job completed successfully.
3011,"Self lock occurred , completed the job by running the script."
3012,"scheduler issue,job has been rerun "
3013,Batch Cancelled. Not in scope.
3014,Job completed successfully on re-run.
3015,Self-lock occured. Job was killed and completed by running the query manually.
3016,Self-lock occured. Job was killed and completed by running the query manually.
3017,Job executed successfully at back end.
3018,Previous jobs were overrunning and hence job has reached deadline.
3019,"Connectivity issue with BW , on rerun the job completed successfully."
3020,Job completed successfully on re-run.
3021,The job abended as the stream instance was still active. The stream was closed manually and the job was restarted and completed successfully.
3022,Job got failed due to connectivity issue and cancelled for the day.
3023,Job completed at back end.
3024,"brj issue , on rerun the job completed successfully."
3025,The Job abended due to database login timeout. The issue was fixed and the job was restarted and completed successfully.
3026,liasing with dev team
3027,On re-run job completed successfully.
3028,Self-lock occurred. Job was killed and completed by running the query manually.
3029,Data Issue. Job re-ran successfully after correcting the data.
3030,The job abended as the stream instance is active. The process state was updated manually and restarted the job and it completed successfully.
3031,Named-pipe error. tbload was released and job re-run successfully.
3032,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.
3033,"source file issue, liasing withsource team"
3034,"extraction issue, job has been rerun after the issue was solved"
3035,"Self-lock occurred. Job was killed and completed by running the query manually.
"
3036,Job got killed because of DB locking issue.we have executed the script manually.
3037,liaising with Dev team
3038,job has been rerun after data fix
3039,Self-lock occurred. Job was killed and completed by running the query manually.
3040,"scheduler issue,job has been reprocessed."
3041,Job has been disabled as it was wrongly triggered (We have kept the schedule in On request)
3042,Source side issue. The process failed due to duplicate issue. The issue was fixed and the job was restarted and completed successfully.
3043,Update - Batch re-run completed.
3044,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
3045,job has been rerun after data fix
3046,The jobs failed due to source database issue. We re-executed the job after 1 hr and completed successfully.
3047,Duplicate issue. Job compelted on re-run
3048,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. 
3049,re run was successful
3050,"Job failed due to TODS issue. On re-run, the job was completed successfully."
3051,The job abended due to the Invalid data issue from the source. The issue was fixed and the job was restarted and completed successfully.
3052,Job was not triggering from brj. Manually executed the job from back end.
3053,Job executed successfully at back end.
3054,On re-run job completed successfully.
3055,JOb got failed due to process state failure. Then issue was fixed and job was re-started.
3056,Wrongly triggered
3057,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.
3058,rerun was successful
3059,Job got failed due to file unavailability.
3060,The job abended as the stream instance was active. The process state was updated manually and re executed the job and it completed successfully.
3061,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. 
3062,This batch is decommissioned 
3063,The job abended due to the TODS session issue. The job was restarted in another instance and it completed successfully.
3064,"source file issue, file has been copied manually"
3065,On re-run job completed successfully.
3066,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. 
3067,THe job abended due to the database connection time out issue. The issue was fixed and the job was restarted and completed successfully.
3068, Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
3069,job has been rerun after data fix
3070,"brj issue , on rerun the job completed successfully"
3071,job has been reprocessed after data fix
3072,duplicates in customer file
3073,Job executed successfully at back end.
3074,"Job failed due to TODS issue. On re-run, the job was completed successfully."
3075,"On re-run job completed successfully.
"
3076,Source file not available. Job re-run and completed once the file was available.
3077,job was cancelled.
3078,BW server issue.
3079,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. 
3080,Jo was completed successfully.
3081,DB lock out issue which was resolved by re-run
3082,Job executed successfully at back end.
3083,"Failed due to brj issue, jobs didn't get triggered in Backend console. And on re-running job got completed successfully"
3084,"The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.
"
